"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.178756583E0,-4.533691406E-1,1.252077007E1,-5.034988403E1,5.188531631E1
3.188800583E0,-5.949401855E-1,1.250607681E1,-5.047308350E1,5.200276982E1
3.198844583E0,-7.736511230E-1,1.245732498E1,-5.047929382E1,5.199944795E1
3.208888583E0,-7.229309082E-1,1.243498993E1,-5.041380310E1,5.192979055E1
3.218933583E0,-6.831359863E-1,1.245667553E1,-5.050843811E1,5.202631796E1
3.228977583E0,-6.432800293E-1,1.250662136E1,-5.047389221E1,5.200426119E1
3.239021583E0,-6.033020020E-1,1.251894760E1,-5.019230652E1,5.173350613E1
3.249065583E0,-6.591186523E-1,1.258325768E1,-5.035870361E1,5.191119186E1
3.259110583E0,-7.466430664E-1,1.256335545E1,-5.044508362E1,5.199136310E1
3.269154583E0,-5.915832520E-1,1.252369881E1,-5.026426697E1,5.180433897E1
3.279198583E0,-6.159362793E-1,1.265159035E1,-4.998654175E1,5.156642776E1
3.289242583E0,-6.745910645E-1,1.269849110E1,-5.009870911E1,5.168740082E1
3.299287583E0,-5.184631348E-1,1.255781460E1,-4.999586487E1,5.155146958E1
3.309331583E0,-5.596313477E-1,1.257628632E1,-5.022055054E1,5.177431662E1
3.319375583E0,-6.607055664E-1,1.262521839E1,-5.033453369E1,5.189795712E1
3.329419583E0,-6.359863281E-1,1.259339619E1,-5.015309143E1,5.171393126E1
3.339464583E0,-6.846923828E-1,1.259742737E1,-5.017762756E1,5.173933018E1
3.349508583E0,-7.008666992E-1,1.253808975E1,-5.027136230E1,5.181606678E1
3.359552583E0,-5.583190918E-1,1.253041458E1,-5.022059631E1,5.176322347E1
3.369596583E0,-6.320800781E-1,1.267352200E1,-5.008663940E1,5.166903455E1
3.379641583E0,-5.513916016E-1,1.265091705E1,-5.005152893E1,5.162853168E1
3.389685583E0,-4.759521484E-1,1.255072594E1,-5.020666504E1,5.175380630E1
3.399729583E0,-5.412292480E-1,1.261709213E1,-5.014808655E1,5.171377503E1
3.409773583E0,-5.437927246E-1,1.258626938E1,-5.024998474E1,5.180512382E1
3.419817583E0,-5.365600586E-1,1.251766682E1,-5.030671692E1,5.184347255E1
3.429862583E0,-4.148559570E-1,1.256680298E1,-5.016096497E1,5.171285187E1
3.439906083E0,-5.496826172E-1,1.258883286E1,-5.022576904E1,5.178232072E1
3.449950083E0,-5.222473145E-1,1.254974651E1,-5.030290222E1,5.184738037E1
3.459994083E0,-5.051879883E-1,1.259021187E1,-5.024818420E1,5.180394450E1
3.470039083E0,-4.918823242E-1,1.254272747E1,-5.024899292E1,5.179308110E1
3.480083083E0,-4.582519531E-1,1.257523441E1,-5.034431458E1,5.189312599E1
3.490127083E0,-4.847412109E-1,1.253458977E1,-5.050764465E1,5.204203189E1
3.500171083E0,-3.985290527E-1,1.249493504E1,-5.034484863E1,5.187375069E1
3.510216083E0,-4.376831055E-1,1.248593044E1,-5.016667175E1,5.169898433E1
3.520260083E0,-5.271606445E-1,1.254485703E1,-5.018644714E1,5.173326602E1
3.530304083E0,-4.003906250E-1,1.255504608E1,-5.021556091E1,5.176284432E1
3.540348083E0,-4.742126465E-1,1.257555294E1,-5.030613708E1,5.185630953E1
3.550393083E0,-4.446105957E-1,1.257977390E1,-5.024617004E1,5.179889955E1
3.560437083E0,-5.207519531E-1,1.260006714E1,-5.011831665E1,5.168054313E1
3.570481083E0,-5.036926270E-1,1.255737591E1,-5.024502563E1,5.179289524E1
3.580525083E0,-3.994140625E-1,1.257434940E1,-5.021730042E1,5.176920953E1
3.590569083E0,-3.990783691E-1,1.238801956E1,-5.031626892E1,5.182035517E1
3.600614083E0,-3.778076172E-1,1.244288158E1,-5.030895996E1,5.182624329E1
3.610658083E0,-4.013366699E-1,1.256716537E1,-5.008737183E1,5.164145169E1
3.620702083E0,-4.013366699E-1,1.256716537E1,-5.008737183E1,5.164145169E1
3.630746083E0,-5.657958984E-1,1.271010399E1,-5.036979675E1,5.195174004E1
3.640791083E0,-5.681457520E-1,1.256725597E1,-5.040550232E1,5.195164460E1
3.650835083E0,-5.370788574E-1,1.264998341E1,-5.019978333E1,5.177189179E1
3.660879083E0,-5.370788574E-1,1.264998341E1,-5.019978333E1,5.177189179E1
3.670923083E0,-5.895080566E-1,1.271594810E1,-5.031068420E1,5.189612511E1
3.680968083E0,-5.139770508E-1,1.269819736E1,-5.027088928E1,5.185239337E1
3.691012083E0,-4.414367676E-1,1.263768101E1,-5.022537231E1,5.179279749E1
3.701056083E0,-4.895629883E-1,1.266216755E1,-5.029565430E1,5.186735968E1
3.711100083E0,-4.483337402E-1,1.262191391E1,-5.030111694E1,5.186247275E1
3.721145083E0,-5.092163086E-1,1.251118755E1,-5.023284912E1,5.176995505E1
3.731189083E0,-4.187622070E-1,1.254345608E1,-5.043948364E1,5.197744859E1
3.741233083E0,-4.783630371E-1,1.257319450E1,-5.033674622E1,5.188547071E1
3.751277083E0,-3.971252441E-1,1.255424881E1,-5.015582275E1,5.170467511E1
3.761321083E0,-4.163513184E-1,1.250267029E1,-5.039053345E1,5.192009220E1
3.771366083E0,-4.595947266E-1,1.250703907E1,-5.055302429E1,5.207922348E1
3.781410083E0,-4.415283203E-1,1.253258228E1,-5.041842651E1,5.195457918E1
3.791454083E0,-4.136352539E-1,1.256192398E1,-5.034594727E1,5.189111132E1
3.801498083E0,-3.777770996E-1,1.246984768E1,-5.031636047E1,5.183990691E1
3.811543083E0,-3.905639648E-1,1.250469494E1,-5.035925293E1,5.189002112E1
3.821587083E0,-4.188537598E-1,1.245849323E1,-5.047962952E1,5.199598531E1
3.831631083E0,-3.850402832E-1,1.251251030E1,-5.059027100E1,5.211608859E1
3.841675083E0,-4.634704590E-1,1.247081566E1,-5.059002686E1,5.210649542E1
3.851719083E0,-4.454345703E-1,1.254955101E1,-5.045031738E1,5.198965442E1
3.861764083E0,-5.814514160E-1,1.255898094E1,-5.047488403E1,5.201711263E1
3.871808083E0,-5.415344238E-1,1.259179306E1,-5.037219238E1,5.192498702E1
3.881852083E0,-5.273742676E-1,1.256872177E1,-5.055870056E1,5.210022162E1
3.891896083E0,-4.106750488E-1,1.261294746E1,-5.053564453E1,5.208748857E1
3.901941083E0,-4.759521484E-1,1.253206158E1,-5.042442322E1,5.196057693E1
3.911985083E0,-4.792175293E-1,1.252827454E1,-5.038017273E1,5.191675179E1
3.922029083E0,-3.752441406E-1,1.251962090E1,-5.038720703E1,5.192063509E1
3.932073083E0,-3.443603516E-1,1.253170872E1,-5.023933411E1,5.177985128E1
3.942117083E0,-4.227600098E-1,1.247483826E1,-5.041389465E1,5.193612509E1
3.952162083E0,-4.592285156E-1,1.247618389E1,-5.050950623E1,5.202957115E1
3.962206083E0,-5.363159180E-1,1.246037865E1,-5.033770752E1,5.185974806E1
3.972250083E0,-5.683288574E-1,1.255914497E1,-5.020701599E1,5.175712101E1
3.982294083E0,-5.082397461E-1,1.248995018E1,-5.041284180E1,5.193950116E1
3.992339083E0,-3.969421387E-1,1.254905891E1,-5.023866272E1,5.178377810E1
4.002383083E0,-4.691772461E-1,1.254209614E1,-5.031585693E1,5.185759117E1
4.012427083E0,-3.769226074E-1,1.255778694E1,-5.032788086E1,5.187230162E1
4.022471083E0,-5.205688477E-1,1.261704063E1,-5.008419800E1,5.165159819E1
4.032515083E0,-6.205444336E-1,1.256097507E1,-5.021423340E1,5.176516595E1
4.042560083E0,-5.297241211E-1,1.248110294E1,-5.046295166E1,5.198622922E1
4.052604083E0,-4.390258789E-1,1.247045517E1,-5.023507690E1,5.176164552E1
4.062648083E0,-4.753723145E-1,1.248544693E1,-5.033805847E1,5.186552318E1
4.072692083E0,-5.348510742E-1,1.249332714E1,-5.025492859E1,5.178732602E1
4.082737083E0,-5.197753906E-1,1.254173374E1,-5.015509033E1,5.170201483E1
4.092781083E0,-5.930480957E-1,1.261959839E1,-5.054310608E1,5.209809537E1
4.102825083E0,-4.987182617E-1,1.252905178E1,-5.054669189E1,5.207872809E1
4.112869083E0,-5.492248535E-1,1.264536381E1,-5.018902588E1,5.176045974E1
4.122913083E0,-5.303039551E-1,1.247224236E1,-5.012599182E1,5.165707219E1
4.132958083E0,-6.575317383E-1,1.248046494E1,-5.005528259E1,5.159191476E1
4.143002083E0,-5.932006836E-1,1.247199821E1,-5.043309021E1,5.195574285E1
4.153046083E0,-5.676879883E-1,1.241511726E1,-5.062736511E1,5.213048537E1
4.163090083E0,-4.451293945E-1,1.245084572E1,-5.076948547E1,5.227582954E1
4.173135083E0,-4.465637207E-1,1.240511322E1,-5.049879456E1,5.200206250E1
4.183179083E0,-3.026123047E-1,1.246446991E1,-5.041299438E1,5.193192262E1
4.193223083E0,-4.171447754E-1,1.244945621E1,-5.050442505E1,5.201788077E1
4.203267083E0,-4.086914062E-1,1.259795284E1,-5.048826599E1,5.203787512E1
4.213311083E0,-3.647155762E-1,1.254882717E1,-5.051483154E1,5.205145806E1
4.223356083E0,-5.621032715E-1,1.252776146E1,-5.064590454E1,5.217536214E1
4.233400083E0,-5.134277344E-1,1.248146439E1,-5.031207275E1,5.183970704E1
4.243444083E0,-5.437011719E-1,1.248260880E1,-5.050494385E1,5.202749741E1
4.253488083E0,-5.130920410E-1,1.255381203E1,-5.058270264E1,5.211977807E1
4.263532083E0,-4.249267578E-1,1.245644665E1,-5.065797424E1,5.216870691E1
4.273577083E0,-5.057983398E-1,1.254120350E1,-5.064833069E1,5.218037005E1
4.283621083E0,-4.608764648E-1,1.256807709E1,-5.044398499E1,5.198811970E1
4.293665083E0,-4.538879395E-1,1.250182343E1,-5.033560181E1,5.186689129E1
4.303709083E0,-4.238281250E-1,1.247541332E1,-5.015988159E1,5.168974066E1
4.313754083E0,-3.812561035E-1,1.253475761E1,-5.026737976E1,5.180805895E1
4.323798083E0,-4.376831055E-1,1.241667080E1,-5.061448669E1,5.211709454E1
4.333842083E0,-3.646240234E-1,1.239319229E1,-5.039994812E1,5.190259084E1
4.343886083E0,-3.389587402E-1,1.231938744E1,-5.046379089E1,5.194686123E1
4.353930083E0,-5.304565430E-1,1.242363262E1,-5.033894348E1,5.185207096E1
4.363975083E0,-5.552062988E-1,1.238867855E1,-5.055000305E1,5.204892332E1
4.374019083E0,-4.933471680E-1,1.243966389E1,-5.052932739E1,5.204038389E1
4.384063083E0,-5.400390625E-1,1.247421646E1,-5.058081055E1,5.209909898E1
4.394107083E0,-5.471801758E-1,1.242224407E1,-5.053472900E1,5.204200601E1
4.404151083E0,-5.061340332E-1,1.238408089E1,-5.047407532E1,5.197358858E1
4.414196083E0,-5.467529297E-1,1.240944958E1,-5.059693909E1,5.209936298E1
4.424240083E0,-4.755249023E-1,1.243355656E1,-5.058436584E1,5.209220211E1
4.434284083E0,-4.320678711E-1,1.248383045E1,-5.050640869E1,5.202816568E1
4.444329458E0,-3.488464355E-1,1.249165535E1,-5.046208191E1,5.198639108E1
4.454373458E0,-5.090332031E-1,1.249095631E1,-5.032650757E1,5.185595885E1
4.464418458E0,-4.963684082E-1,1.252822113E1,-5.053593445E1,5.206806485E1
4.474462458E0,-5.183105469E-1,1.260056782E1,-5.040151978E1,5.195532842E1
4.484506458E0,-4.926452637E-1,1.260411930E1,-5.038870239E1,5.194350635E1
4.494550458E0,-5.110473633E-1,1.248945332E1,-5.023719788E1,5.176894498E1
4.504595458E0,-4.584655762E-1,1.254761696E1,-5.021719360E1,5.176310863E1
4.514639458E0,-6.118774414E-1,1.252284336E1,-5.015740967E1,5.170069385E1
4.524683458E0,-6.118774414E-1,1.252284336E1,-5.015740967E1,5.170069385E1
4.534727458E0,-5.632019043E-1,1.239747429E1,-5.007304382E1,5.158802461E1
4.544771458E0,-3.894042969E-1,1.240272808E1,-5.015037537E1,5.166274721E1
4.554816458E0,-2.711181641E-1,1.239896107E1,-5.020298767E1,5.171216213E1
4.564860458E0,-3.334655762E-1,1.242110729E1,-5.036834717E1,5.187837220E1
4.574904458E0,-3.407897949E-1,1.244083691E1,-5.024510193E1,5.176350866E1
4.584948458E0,-4.826049805E-1,1.233537102E1,-5.017626953E1,5.167254890E1
4.594992458E0,-4.330139160E-1,1.236246681E1,-5.026988220E1,5.176948081E1
4.605037458E0,-3.254394531E-1,1.235603142E1,-5.013195801E1,5.163323190E1
4.615081458E0,-3.781738281E-1,1.244085121E1,-5.037031555E1,5.188532050E1
4.625125458E0,-3.116149902E-1,1.245843124E1,-5.021672058E1,5.174001004E1
4.635169458E0,-2.896423340E-1,1.250851822E1,-5.022065735E1,5.175578562E1
4.645213458E0,-3.157348633E-1,1.243566322E1,-5.044731140E1,5.195841256E1
4.655258458E0,-4.539184570E-1,1.260875225E1,-5.033198547E1,5.188926129E1
4.665302458E0,-4.202880859E-1,1.257052422E1,-5.048150635E1,5.202477491E1
4.675346458E0,-3.313293457E-1,1.246580982E1,-5.052500916E1,5.204116394E1
4.685390458E0,-3.366699219E-1,1.252497292E1,-5.035144043E1,5.188695257E1
4.695434458E0,-3.617858887E-1,1.249576759E1,-5.050253296E1,5.202673286E1
4.705479458E0,-3.727111816E-1,1.247410488E1,-5.044479370E1,5.196555992E1
4.715523458E0,-3.829040527E-1,1.247359371E1,-5.037872314E1,5.190137668E1
4.725567458E0,-3.788757324E-1,1.248325062E1,-5.033166504E1,5.185799455E1
4.735611458E0,-3.544006348E-1,1.247723389E1,-5.004617310E1,5.157932150E1
4.745655458E0,-4.270935059E-1,1.250419807E1,-5.007550049E1,5.161485375E1
4.755700458E0,-3.976745605E-1,1.252000427E1,-5.012712097E1,5.166852919E1
4.765744458E0,-4.161682129E-1,1.245425892E1,-5.016113281E1,5.168579114E1
4.775788458E0,-3.589782715E-1,1.257135296E1,-5.015795898E1,5.171062396E1
4.785832458E0,-3.302001953E-1,1.253377914E1,-5.017561340E1,5.171843803E1
4.795876458E0,-4.197998047E-1,1.260185528E1,-5.027865601E1,5.183556924E1
4.805921458E0,-3.742065430E-1,1.251450443E1,-5.020936584E1,5.174681894E1
4.815965458E0,-4.102783203E-1,1.238233948E1,-5.027101135E1,5.177514116E1
4.826009458E0,-4.688415527E-1,1.242234802E1,-5.028465271E1,5.179846369E1
4.836053458E0,-3.959350586E-1,1.255367947E1,-5.006210327E1,5.161362046E1
4.846097458E0,-2.906494141E-1,1.245621300E1,-5.004223633E1,5.157002168E1
4.856142458E0,-3.590698242E-1,1.256046391E1,-5.009347534E1,5.164543016E1
4.866186458E0,-4.253540039E-1,1.247912502E1,-5.011709595E1,5.164913159E1
4.876230458E0,-3.989868164E-1,1.240163612E1,-5.020860291E1,5.171908327E1
4.886274458E0,-3.019714355E-1,1.229945850E1,-5.021849060E1,5.170362332E1
4.896318458E0,-4.111938477E-1,1.248008442E1,-5.034284973E1,5.186833433E1
4.906363458E0,-3.386535645E-1,1.240249825E1,-5.012805176E1,5.164066442E1
4.916407458E0,-2.494201660E-1,1.248253536E1,-5.007980347E1,5.161262069E1
4.926451458E0,-3.175659180E-1,1.253143692E1,-5.010768127E1,5.165188750E1
4.936495458E0,-2.336120605E-1,1.249617863E1,-5.019055176E1,5.172330752E1
4.946539458E0,-3.435363770E-1,1.247802162E1,-5.033366394E1,5.185843004E1
4.956583458E0,-2.433471680E-1,1.252222729E1,-5.036758423E1,5.190143481E1
4.966628458E0,-3.480224609E-1,1.255631351E1,-5.026170349E1,5.180753774E1
4.976672458E0,-2.531738281E-1,1.250955677E1,-5.031782532E1,5.185013647E1
4.986716458E0,-3.656616211E-1,1.258254051E1,-5.032485962E1,5.187528824E1
4.996760458E0,-3.604736328E-1,1.260486221E1,-5.029382324E1,5.185056556E1
5.006805458E0,-3.434143066E-1,1.262183666E1,-5.017333984E1,5.173773019E1
5.016849458E0,-3.444213867E-1,1.253635979E1,-5.014558411E1,5.169002368E1
5.026893458E0,-3.924865723E-1,1.247713375E1,-5.017237854E1,5.170203556E1
5.036937458E0,-4.785766602E-1,1.241536903E1,-5.013836670E1,5.165487624E1
5.046981458E0,-4.148559570E-1,1.244425964E1,-5.020916748E1,5.172999326E1
5.057025458E0,-5.071105957E-1,1.256022263E1,-5.019761658E1,5.174762858E1
5.067070458E0,-5.390014648E-1,1.252887726E1,-5.013038635E1,5.167512868E1
5.077114458E0,-5.618896484E-1,1.256736469E1,-4.991114807E1,5.147209999E1
5.087158458E0,-5.137634277E-1,1.267591763E1,-5.007215881E1,5.165427309E1
5.097202458E0,-4.601135254E-1,1.263259506E1,-5.013427734E1,5.170338410E1
5.107246458E0,-4.188842773E-1,1.269347858E1,-5.010810852E1,5.169257589E1
5.117291458E0,-3.605957031E-1,1.268243599E1,-5.026928711E1,5.184568872E1
5.127335458E0,-4.107360840E-1,1.265722179E1,-5.013098145E1,5.170579531E1
5.137379458E0,-3.688049316E-1,1.258052158E1,-5.022143555E1,5.177449303E1
5.147423458E0,-4.405517578E-1,1.260870838E1,-4.993916321E1,5.150818998E1
5.157467458E0,-3.599853516E-1,1.257780457E1,-4.973376465E1,5.130085870E1
5.167511458E0,-4.253234863E-1,1.272617722E1,-4.997576904E1,5.157241489E1
5.177556458E0,-3.113708496E-1,1.266976929E1,-5.002566528E1,5.160607709E1
5.187600458E0,-4.274597168E-1,1.268196487E1,-5.021585083E1,5.179427217E1
5.197644458E0,-4.325866699E-1,1.275455666E1,-5.022557068E1,5.182155726E1
5.207688458E0,-4.608459473E-1,1.273293877E1,-5.004127502E1,5.163786706E1
5.217732458E0,-4.017333984E-1,1.268365669E1,-5.004231262E1,5.162624903E1
5.227777458E0,-3.594360352E-1,1.270982361E1,-4.993005371E1,5.152357785E1
5.237821458E0,-2.550354004E-1,1.255830193E1,-5.003125000E1,5.158393129E1
5.247865458E0,-2.999877930E-1,1.258741856E1,-5.001914978E1,5.157953512E1
5.257909458E0,-3.043212891E-1,1.268097019E1,-4.998616028E1,5.157049385E1
5.267953458E0,-3.905639648E-1,1.282077312E1,-4.984719849E1,5.147104002E1
5.277998458E0,-2.110900879E-1,1.273160076E1,-5.012374878E1,5.171584292E1
5.288042458E0,-2.740783691E-1,1.267753410E1,-5.017984009E1,5.175723467E1
5.298086458E0,-3.338317871E-1,1.281593132E1,-5.049824524E1,5.210021412E1
5.308130458E0,-3.275451660E-1,1.284418583E1,-5.032604980E1,5.194027035E1
5.318174458E0,-4.612121582E-1,1.271039581E1,-5.023776245E1,5.182277158E1
5.328218458E0,-3.307189941E-1,1.272633076E1,-5.017977905E1,5.176948035E1
5.338263458E0,-4.028015137E-1,1.271203518E1,-5.005603027E1,5.164653187E1
5.348307458E0,-4.198608398E-1,1.282111073E1,-5.003405762E1,5.165233862E1
5.358351458E0,-2.853393555E-1,1.267664814E1,-5.000762939E1,5.159013301E1
5.368395458E0,-4.147033691E-1,1.271932316E1,-5.016285706E1,5.175196024E1
5.378439458E0,-3.935852051E-1,1.272256184E1,-5.023594666E1,5.182343896E1
5.388484458E0,-3.935852051E-1,1.272256184E1,-5.023594666E1,5.182343896E1
5.398528458E0,-4.027404785E-1,1.270884514E1,-5.044561768E1,5.202343018E1
5.408572458E0,-4.017028809E-1,1.278763008E1,-5.010870361E1,5.171621628E1
5.418616458E0,-5.130920410E-1,1.281283665E1,-5.016583252E1,5.177878715E1
5.428660458E0,-5.722961426E-1,1.281669235E1,-5.011985779E1,5.173582193E1
5.438704458E0,-5.290222168E-1,1.277171326E1,-5.027214050E1,5.187180963E1
5.448748375E0,-4.470825195E-1,1.264544010E1,-5.035604858E1,5.192146634E1
5.458792375E0,-4.862365723E-1,1.270546341E1,-5.027139282E1,5.185439386E1
5.468836375E0,-3.750915527E-1,1.274537182E1,-5.041946411E1,5.200680299E1
5.478880375E0,-4.105529785E-1,1.274458122E1,-5.035693359E1,5.194625747E1
5.488924375E0,-4.255981445E-1,1.270771122E1,-5.011062622E1,5.169856786E1
5.498968375E0,-4.999694824E-1,1.271328545E1,-5.021696472E1,5.180367885E1
5.509013375E0,-5.061340332E-1,1.267606640E1,-5.020481873E1,5.178284131E1
5.519057375E0,-5.669860840E-1,1.263069439E1,-5.016043091E1,5.172934122E1
5.529101375E0,-6.353759766E-1,1.265039825E1,-5.043206787E1,5.199836294E1
5.539145375E0,-6.801757812E-1,1.273477650E1,-5.055989075E1,5.214345332E1
5.549189375E0,-5.664672852E-1,1.276483822E1,-5.033540344E1,5.193182858E1
5.559234375E0,-5.559387207E-1,1.281310654E1,-5.026252747E1,5.187298366E1
5.569278375E0,-3.524475098E-1,1.268186951E1,-5.031544495E1,5.189024989E1
5.579322375E0,-3.619079590E-1,1.269611740E1,-5.045210266E1,5.202631101E1
5.589366375E0,-4.721069336E-1,1.267071056E1,-5.049468994E1,5.206230405E1
5.599410375E0,-5.324707031E-1,1.269738483E1,-5.050186157E1,5.207633943E1
5.609454375E0,-5.216369629E-1,1.275016880E1,-5.067147827E1,5.225358954E1
5.619499375E0,-5.261840820E-1,1.263343525E1,-5.063284302E1,5.218778926E1
5.629543375E0,-6.528015137E-1,1.259924030E1,-5.061334229E1,5.216203048E1
5.639587375E0,-4.855957031E-1,1.256925869E1,-5.040846252E1,5.195416404E1
5.649631375E0,-4.809570312E-1,1.247702217E1,-5.052603149E1,5.204601099E1
5.659675375E0,-5.113830566E-1,1.257566071E1,-5.038708496E1,5.193522009E1
5.669719375E0,-5.869750977E-1,1.256950474E1,-5.052264404E1,5.206605948E1
5.679764375E0,-4.103088379E-1,1.257918072E1,-5.065548706E1,5.219561773E1
5.689808375E0,-5.130310059E-1,1.266131592E1,-5.055126953E1,5.211528540E1
5.699852375E0,-4.022216797E-1,1.259414482E1,-5.053706360E1,5.208424967E1
5.709896375E0,-4.615478516E-1,1.259080029E1,-5.041090393E1,5.196152917E1
5.719940375E0,-4.806518555E-1,1.266658783E1,-5.047236633E1,5.203972748E1
5.729984375E0,-5.585327148E-1,1.263937473E1,-5.052313232E1,5.208313213E1
5.740029375E0,-5.082397461E-1,1.262768841E1,-5.042999268E1,5.198943146E1
5.750073375E0,-5.046081543E-1,1.259688663E1,-5.038310242E1,5.193643414E1
5.760117375E0,-5.005798340E-1,1.246914673E1,-5.056933594E1,5.208635078E1
5.770161375E0,-5.265502930E-1,1.261113644E1,-5.052287292E1,5.207570169E1
5.780205375E0,-6.096496582E-1,1.272928047E1,-5.047700500E1,5.206087099E1
5.790249375E0,-6.471252441E-1,1.274732876E1,-5.043222046E1,5.202232234E1
5.800294375E0,-7.029418945E-1,1.273254395E1,-5.025831604E1,5.185084506E1
5.810338375E0,-7.095642090E-1,1.277138805E1,-5.050767517E1,5.210217928E1
5.820382375E0,-7.260131836E-1,1.268037891E1,-5.025772095E1,5.183780107E1
5.830426375E0,-7.167663574E-1,1.264720726E1,-5.054507446E1,5.210825422E1
5.840470375E0,-7.168579102E-1,1.269627571E1,-5.029684448E1,5.187949370E1
5.850514375E0,-6.759338379E-1,1.256646729E1,-5.027333069E1,5.182451896E1
5.860559375E0,-6.501159668E-1,1.259805298E1,-5.044157410E1,5.199505733E1
5.870603375E0,-7.360839844E-1,1.262056732E1,-5.049617004E1,5.205462254E1
5.880647375E0,-6.642456055E-1,1.249300289E1,-5.034120178E1,5.187246804E1
5.890691375E0,-6.951293945E-1,1.248954296E1,-5.019586182E1,5.173100068E1
5.900735375E0,-6.360778809E-1,1.261388493E1,-5.009140015E1,5.165910430E1
5.910779375E0,-5.827331543E-1,1.249627495E1,-5.031022644E1,5.184221591E1
5.920824375E0,-7.404174805E-1,1.254504395E1,-5.037007141E1,5.191406784E1
5.930868375E0,-6.161193848E-1,1.266997242E1,-5.037857056E1,5.195101708E1
5.940912375E0,-7.351684570E-1,1.284588528E1,-5.045156860E1,5.206647689E1
5.950956375E0,-7.973937988E-1,1.266307068E1,-5.047668457E1,5.204694882E1
5.961000375E0,-6.894836426E-1,1.273895359E1,-5.055419922E1,5.213907733E1
5.971044375E0,-7.127380371E-1,1.276951218E1,-5.039918518E1,5.199659896E1
5.981089375E0,-6.639099121E-1,1.281703758E1,-5.037316895E1,5.198243336E1
5.991133375E0,-6.913452148E-1,1.279328537E1,-5.038859558E1,5.199189046E1
6.001177375E0,-6.311035156E-1,1.272069168E1,-5.025938416E1,5.184804706E1
6.011221375E0,-6.322326660E-1,1.266907310E1,-5.039114380E1,5.196318413E1
6.021265375E0,-7.172546387E-1,1.272076130E1,-5.041336060E1,5.199845333E1
6.031309375E0,-7.097778320E-1,1.275909519E1,-5.052616882E1,5.211709922E1
6.041354375E0,-7.009887695E-1,1.274804211E1,-5.057464600E1,5.216127664E1
6.051398375E0,-5.509643555E-1,1.287509155E1,-5.052114868E1,5.213883398E1
6.061442375E0,-6.292114258E-1,1.284861469E1,-5.045304871E1,5.206719630E1
6.071486375E0,-7.555847168E-1,1.268392372E1,-5.035679626E1,5.193514955E1
6.081530375E0,-6.677246094E-1,1.279971790E1,-5.044107056E1,5.204402207E1
6.091574375E0,-6.377258301E-1,1.273626423E1,-5.055908203E1,5.214249607E1
6.101619375E0,-6.366271973E-1,1.268712616E1,-5.051899719E1,5.209162641E1
6.111663375E0,-5.452270508E-1,1.270888042E1,-5.037469482E1,5.195596975E1
6.121707375E0,-6.012878418E-1,1.263287449E1,-5.018637085E1,5.175541405E1
6.131751375E0,-5.858764648E-1,1.267303753E1,-5.019781494E1,5.177615046E1
6.141795375E0,-6.468200684E-1,1.262837124E1,-5.018421936E1,5.175277779E1
6.151839375E0,-5.967712402E-1,1.269715786E1,-5.037225342E1,5.195130285E1
6.161883375E0,-6.510925293E-1,1.266891193E1,-5.019506836E1,5.177325698E1
6.171928375E0,-5.715637207E-1,1.271541977E1,-5.010910034E1,5.170039189E1
6.181972375E0,-5.423889160E-1,1.260987949E1,-5.019380188E1,5.175636187E1
6.192016375E0,-6.427001953E-1,1.263565540E1,-5.030957031E1,5.187606111E1
6.202060375E0,-6.785583496E-1,1.263940048E1,-5.038768005E1,5.195318265E1
6.212104375E0,-6.451416016E-1,1.261527252E1,-5.003541565E1,5.160527229E1
6.222148375E0,-6.451416016E-1,1.261527252E1,-5.003541565E1,5.160527229E1
6.232193375E0,-8.000488281E-1,1.254230022E1,-5.032403564E1,5.186962441E1
6.242237375E0,-5.993347168E-1,1.270473194E1,-5.042332458E1,5.200270260E1
6.252281375E0,-5.993347168E-1,1.270473194E1,-5.042332458E1,5.200270260E1
6.262325375E0,-6.346740723E-1,1.253002262E1,-5.047592163E1,5.201175773E1
6.272369375E0,-8.060302734E-1,1.260512257E1,-5.049172974E1,5.204760870E1
6.282413375E0,-7.761230469E-1,1.257578087E1,-5.030366516E1,5.185760658E1
6.292458375E0,-8.201293945E-1,1.255357742E1,-5.034416199E1,5.189219175E1
6.302502375E0,-7.630920410E-1,1.262603951E1,-5.043794250E1,5.199985795E1
6.312546375E0,-8.132019043E-1,1.272642612E1,-5.046318054E1,5.204955148E1
6.322590375E0,-7.750549316E-1,1.259551430E1,-5.044216919E1,5.199673185E1
6.332634375E0,-6.376342773E-1,1.269485760E1,-5.049554443E1,5.207077870E1
6.342678375E0,-5.907592773E-1,1.267927170E1,-5.057525635E1,5.214373866E1
6.352722375E0,-6.281738281E-1,1.280970287E1,-5.042291260E1,5.202838845E1
6.362767375E0,-8.267517090E-1,1.287574100E1,-5.048002625E1,5.210279527E1
6.372811375E0,-6.783142090E-1,1.280980682E1,-5.022172546E1,5.183409081E1
6.382855375E0,-6.369323730E-1,1.272545719E1,-5.014968872E1,5.174296302E1
6.392899375E0,-6.689453125E-1,1.265870380E1,-5.046997070E1,5.203756540E1
6.402943375E0,-5.593566895E-1,1.266347980E1,-5.031445312E1,5.188661479E1
6.412987375E0,-5.841369629E-1,1.266868210E1,-5.017443848E1,5.175240090E1
6.423031375E0,-6.483764648E-1,1.279663563E1,-5.043304443E1,5.203524043E1
