"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.687365625E0,-7.502441406E-1,1.289599323E1,-5.027832031E1,5.191126083E1
9.697409625E0,-7.502441406E-1,1.289599323E1,-5.027832031E1,5.191126083E1
9.707453625E0,-6.325683594E-1,1.289874458E1,-5.043330383E1,5.206050221E1
9.717497625E0,-5.797424316E-1,1.292296410E1,-5.024964905E1,5.188801723E1
9.727541625E0,-6.138305664E-1,1.283994770E1,-5.011181641E1,5.173427479E1
9.737585625E0,-7.460632324E-1,1.287939453E1,-5.040728760E1,5.203200992E1
9.747629625E0,-6.078796387E-1,1.281875038E1,-5.012643433E1,5.174310869E1
9.757673625E0,-7.041625977E-1,1.290556431E1,-5.026083374E1,5.189605807E1
9.767717625E0,-6.454467773E-1,1.293002129E1,-5.022618103E1,5.186782541E1
9.777761625E0,-7.183532715E-1,1.293631554E1,-5.032818604E1,5.196913123E1
9.787805625E0,-7.214355469E-1,1.289838409E1,-5.055351257E1,5.217802617E1
9.797849625E0,-6.099853516E-1,1.287598419E1,-5.033407593E1,5.195846659E1
9.807894625E0,-6.194763184E-1,1.272830200E1,-5.048806763E1,5.207147391E1
9.817938625E0,-7.411804199E-1,1.281148720E1,-5.047068787E1,5.207661554E1
9.827982625E0,-6.394958496E-1,1.276388073E1,-5.039906311E1,5.199414552E1
9.838026625E0,-6.114196777E-1,1.280311108E1,-5.039413452E1,5.199867577E1
9.848070625E0,-7.375183105E-1,1.285433769E1,-5.026470947E1,5.188756064E1
9.858114625E0,-6.924743652E-1,1.286009693E1,-5.024693298E1,5.187114697E1
9.868158625E0,-6.387634277E-1,1.275828552E1,-5.032463074E1,5.192061563E1
9.878202625E0,-7.349548340E-1,1.281160450E1,-5.034356689E1,5.195336463E1
9.888246625E0,-6.368713379E-1,1.281347275E1,-5.022999573E1,5.184248412E1
9.898290625E0,-6.279602051E-1,1.282997513E1,-5.010018921E1,5.172070721E1
9.908334625E0,-6.078796387E-1,1.284541321E1,-5.016300964E1,5.178514936E1
9.918378625E0,-7.375488281E-1,1.289442062E1,-5.038436890E1,5.201340876E1
9.928422625E0,-6.580505371E-1,1.284638786E1,-5.043701172E1,5.205146360E1
9.938466625E0,-6.125183105E-1,1.301673889E1,-5.033868408E1,5.199801713E1
9.948510625E0,-6.318664551E-1,1.287294769E1,-5.049920654E1,5.211796139E1
9.958554625E0,-7.149353027E-1,1.274907303E1,-5.048948669E1,5.207915382E1
9.968598625E0,-5.593566895E-1,1.269399357E1,-5.033152771E1,5.191062545E1
9.978642625E0,-5.873107910E-1,1.272956848E1,-5.046659851E1,5.205059474E1
9.988686625E0,-5.325622559E-1,1.284131050E1,-5.052438354E1,5.213344618E1
9.998731625E0,-5.336608887E-1,1.284263515E1,-5.049151611E1,5.210193155E1
1.000877563E1,-6.637268066E-1,1.280869293E1,-5.048880005E1,5.209243782E1
1.001881963E1,-7.230529785E-1,1.272168159E1,-5.017393494E1,5.176666626E1
1.002886363E1,-7.467956543E-1,1.262352943E1,-5.031219482E1,5.187704837E1
1.003890763E1,-7.191162109E-1,1.285715199E1,-5.029603577E1,5.191834646E1
1.004895163E1,-7.287902832E-1,1.296254826E1,-5.036337280E1,5.200988476E1
1.005899563E1,-6.829528809E-1,1.287088585E1,-5.054316711E1,5.216069276E1
1.006903962E1,-7.425842285E-1,1.289959621E1,-5.052209473E1,5.214818376E1
1.007908362E1,-7.616271973E-1,1.270630169E1,-5.042823792E1,5.200997364E1
1.008912762E1,-7.036132812E-1,1.288060093E1,-5.041412354E1,5.203833975E1
1.009917163E1,-7.685241699E-1,1.288753700E1,-5.038003540E1,5.200795330E1
1.010921563E1,-6.354675293E-1,1.290843964E1,-5.016908264E1,5.180703124E1
1.011925963E1,-5.605468750E-1,1.280003262E1,-5.046369934E1,5.206476735E1
1.012930363E1,-5.556945801E-1,1.285425854E1,-5.047732544E1,5.209127703E1
1.013934763E1,-4.702148438E-1,1.289421749E1,-5.030102539E1,5.192952053E1
1.014939163E1,-5.884704590E-1,1.271316719E1,-5.045216370E1,5.203260266E1
1.015943563E1,-6.604309082E-1,1.288621330E1,-5.039224243E1,5.201796574E1
1.016947963E1,-5.820007324E-1,1.277910328E1,-5.022058105E1,5.182423147E1
1.017952363E1,-4.550170898E-1,1.284195042E1,-5.015013123E1,5.177024621E1
1.018956763E1,-5.808410645E-1,1.285524178E1,-5.012046814E1,5.174607177E1
1.019961163E1,-6.530151367E-1,1.274565029E1,-5.050521851E1,5.209275503E1
1.020965663E1,-7.341308594E-1,1.273866081E1,-5.057907104E1,5.216373122E1
1.021970063E1,-6.003112793E-1,1.274151802E1,-5.029544067E1,5.188774429E1
1.022974463E1,-5.979919434E-1,1.279584122E1,-5.040959167E1,5.201171099E1
1.023978863E1,-7.096557617E-1,1.286997604E1,-5.034994507E1,5.197361699E1
1.024983263E1,-6.538391113E-1,1.282977104E1,-5.020143127E1,5.181905279E1
1.025987663E1,-7.015075684E-1,1.301507854E1,-5.026139832E1,5.192391109E1
1.026992063E1,-7.725524902E-1,1.308632088E1,-5.026882935E1,5.195001285E1
1.027996463E1,-7.404479980E-1,1.295067310E1,-5.052571106E1,5.216431419E1
1.029000863E1,-7.471618652E-1,1.291463184E1,-5.056497192E1,5.219350872E1
1.030005263E1,-6.421508789E-1,1.297781658E1,-5.054043579E1,5.218401796E1
1.031009663E1,-7.208251953E-1,1.295012760E1,-5.063073730E1,5.226563837E1
1.032014063E1,-6.474914551E-1,1.298332405E1,-5.047169495E1,5.211888275E1
1.033018462E1,-7.264404297E-1,1.281621647E1,-5.044566345E1,5.205331960E1
1.034022862E1,-7.987670898E-1,1.287577438E1,-5.055349731E1,5.217355351E1
1.035027262E1,-8.075256348E-1,1.299732304E1,-5.068441772E1,5.233060963E1
1.036031663E1,-8.107604980E-1,1.305885696E1,-5.054655457E1,5.221250096E1
1.037036063E1,-7.723999023E-1,1.294339180E1,-5.032296753E1,5.196661480E1
1.038040463E1,-7.293701172E-1,1.293626881E1,-5.012507629E1,5.177260187E1
1.039044863E1,-7.112731934E-1,1.282065010E1,-5.032438660E1,5.193668130E1
1.040049263E1,-7.194824219E-1,1.287925243E1,-5.032817078E1,5.195495714E1
1.041053663E1,-8.271484375E-1,1.292559052E1,-5.029544067E1,5.193636893E1
1.042058063E1,-7.164001465E-1,1.285567474E1,-5.049241638E1,5.210821158E1
1.043062463E1,-7.049255371E-1,1.291941452E1,-5.059979248E1,5.222783923E1
1.044066863E1,-6.818237305E-1,1.296400452E1,-5.042956543E1,5.207371089E1
1.045071237E1,-6.539306641E-1,1.285116196E1,-5.049618530E1,5.210992918E1
1.046075737E1,-6.997070312E-1,1.281747341E1,-5.055949402E1,5.216358548E1
1.047080137E1,-6.873168945E-1,1.282439041E1,-5.052523804E1,5.213191990E1
1.048084537E1,-6.475524902E-1,1.272037601E1,-5.054087830E1,5.212108661E1
1.049088938E1,-6.213989258E-1,1.277500057E1,-5.041505432E1,5.201215703E1
1.050093338E1,-6.538696289E-1,1.267543793E1,-5.043626404E1,5.200875890E1
1.051097738E1,-6.713867188E-1,1.269321060E1,-5.009588623E1,5.168332587E1
1.052102138E1,-7.246093750E-1,1.289869690E1,-5.031666565E1,5.194870819E1
1.053106538E1,-7.699890137E-1,1.285346794E1,-5.014009094E1,5.176710578E1
1.054110938E1,-8.219604492E-1,1.283659554E1,-5.026420593E1,5.188394937E1
1.055115338E1,-8.219604492E-1,1.283659554E1,-5.026420593E1,5.188394937E1
1.056119738E1,-7.044067383E-1,1.270272827E1,-5.012431335E1,5.171365665E1
1.057124138E1,-7.071533203E-1,1.273011398E1,-5.028723145E1,5.187833377E1
1.058128538E1,-8.489074707E-1,1.285583305E1,-5.025701904E1,5.188218433E1
1.059132938E1,-7.076416016E-1,1.286449909E1,-5.010423279E1,5.173422694E1
1.060137338E1,-7.524719238E-1,1.281346607E1,-5.016076660E1,5.177696044E1
1.061141738E1,-8.262329102E-1,1.281450748E1,-5.014135742E1,5.175954006E1
1.062146138E1,-7.572326660E-1,1.276122856E1,-5.009696960E1,5.170230865E1
1.063150538E1,-5.901794434E-1,1.279036236E1,-5.007286072E1,5.168397297E1
1.064154938E1,-7.293395996E-1,1.289857864E1,-5.016607666E1,5.180290064E1
1.065159338E1,-7.312927246E-1,1.279794979E1,-5.008654785E1,5.170091473E1
1.066163738E1,-7.761230469E-1,1.267125130E1,-5.023269653E1,5.181203313E1
1.067168138E1,-7.563171387E-1,1.274238682E1,-5.003327942E1,5.163593213E1
1.068172538E1,-5.669555664E-1,1.267798996E1,-5.006451416E1,5.164792780E1
1.069176938E1,-6.023559570E-1,1.284080219E1,-5.014125061E1,5.176286358E1
1.070181337E1,-5.739135742E-1,1.280088139E1,-5.004144287E1,5.165595750E1
1.071185737E1,-5.408325195E-1,1.283672047E1,-5.033978271E1,5.195351399E1
1.072190137E1,-7.500915527E-1,1.286162472E1,-5.045138550E1,5.207039779E1
1.073194538E1,-6.533813477E-1,1.277873230E1,-5.022099304E1,5.182539000E1
1.074198938E1,-7.573547363E-1,1.287268353E1,-5.029261780E1,5.191942770E1
1.075203338E1,-7.293701172E-1,1.290806866E1,-5.026382446E1,5.189992550E1
1.076207838E1,-7.923889160E-1,1.273985958E1,-5.016630554E1,5.176475745E1
1.077212238E1,-7.359008789E-1,1.274249363E1,-5.021672058E1,5.181343185E1
1.078216638E1,-6.876220703E-1,1.280197144E1,-5.030740356E1,5.191529784E1
1.079221038E1,-5.856628418E-1,1.279743862E1,-5.039736938E1,5.200011805E1
1.080225438E1,-6.557922363E-1,1.266079044E1,-5.036585999E1,5.193693801E1
1.081229838E1,-6.420288086E-1,1.261326408E1,-5.048660278E1,5.204232597E1
1.082234238E1,-5.858459473E-1,1.273208332E1,-5.041685486E1,5.200296544E1
1.083238638E1,-5.969848633E-1,1.263537788E1,-5.023542786E1,5.180354599E1
1.084243038E1,-6.234130859E-1,1.277961731E1,-5.005015564E1,5.165970714E1
1.085247438E1,-6.251220703E-1,1.278369713E1,-5.035650635E1,5.195759253E1
1.086251838E1,-7.269592285E-1,1.278761959E1,-5.041171265E1,5.201338728E1
1.087256238E1,-6.501464844E-1,1.272774887E1,-5.012667847E1,5.172138993E1
1.088260638E1,-5.877380371E-1,1.273568439E1,-5.027647400E1,5.186778317E1
1.089265038E1,-6.488342285E-1,1.268824291E1,-5.018847656E1,5.177157206E1
1.090269438E1,-5.760803223E-1,1.266258049E1,-5.019787598E1,5.177354117E1
1.091273838E1,-6.492919922E-1,1.267916012E1,-5.016210938E1,5.174379092E1
1.092278238E1,-7.018127441E-1,1.281827736E1,-4.997206116E1,5.159464771E1
1.093282638E1,-7.613830566E-1,1.284273052E1,-4.993681335E1,5.156743895E1
1.094287038E1,-7.329711914E-1,1.269964981E1,-5.025955200E1,5.184439140E1
1.095291437E1,-7.363891602E-1,1.270968342E1,-5.021786499E1,5.180648884E1
1.096295837E1,-7.702636719E-1,1.279375458E1,-5.020060730E1,5.181094899E1
1.097300237E1,-6.748657227E-1,1.268926716E1,-5.009635925E1,5.168286133E1
1.098304638E1,-7.672729492E-1,1.268161201E1,-5.014361572E1,5.172807931E1
1.099309038E1,-7.169494629E-1,1.269435501E1,-5.014567566E1,5.173247967E1
1.100313438E1,-6.566162109E-1,1.279948997E1,-5.020675659E1,5.181675883E1
1.101317838E1,-7.437133789E-1,1.281278706E1,-5.001130676E1,5.163188381E1
1.102322238E1,-6.265869141E-1,1.289271069E1,-5.025805664E1,5.188917861E1
1.103326638E1,-7.548828125E-1,1.274664211E1,-5.018600464E1,5.178495723E1
1.104331038E1,-7.689208984E-1,1.270879173E1,-5.022001648E1,5.180882822E1
1.105335438E1,-7.464294434E-1,1.275395298E1,-5.037194824E1,5.196685139E1
1.106339838E1,-7.467041016E-1,1.277437019E1,-5.015896606E1,5.176547090E1
1.107344238E1,-6.447143555E-1,1.273712921E1,-5.004930115E1,5.164864628E1
1.108348638E1,-6.078796387E-1,1.270042992E1,-5.018580627E1,5.177147467E1
1.109353038E1,-6.005554199E-1,1.261076736E1,-4.998446655E1,5.155423374E1
1.110357438E1,-6.927795410E-1,1.267384243E1,-5.029939270E1,5.187615186E1
1.111361838E1,-7.519531250E-1,1.260191250E1,-5.022166443E1,5.178406328E1
1.112366238E1,-6.295776367E-1,1.264031029E1,-5.037406921E1,5.193958665E1
1.113370638E1,-5.818176270E-1,1.261100197E1,-5.029278564E1,5.185306327E1
1.114375038E1,-5.585327148E-1,1.258242226E1,-5.011830139E1,5.167662376E1
1.115379438E1,-6.334228516E-1,1.270144844E1,-4.988217163E1,5.147775309E1
1.116383838E1,-6.705932617E-1,1.264311790E1,-5.011228943E1,5.168693914E1
1.117388238E1,-6.715087891E-1,1.250855827E1,-5.016831970E1,5.170856076E1
1.118392738E1,-6.347961426E-1,1.257021904E1,-5.011773682E1,5.167398684E1
1.119397138E1,-5.381774902E-1,1.253890800E1,-5.029483032E1,5.183708910E1
1.120401537E1,-4.802856445E-1,1.259587479E1,-5.026695251E1,5.182328869E1
1.121405937E1,-5.120849609E-1,1.269212341E1,-5.018289185E1,5.176557603E1
1.122410337E1,-4.983825684E-1,1.262811756E1,-5.019841003E1,5.176483467E1
1.123414738E1,-5.181274414E-1,1.261713791E1,-5.031451416E1,5.187495504E1
1.124419138E1,-5.106506348E-1,1.254732704E1,-5.027793884E1,5.182245955E1
1.125423538E1,-5.546569824E-1,1.266001129E1,-5.047344971E1,5.203991406E1
1.126427938E1,-5.862731934E-1,1.269558620E1,-5.038195801E1,5.196020899E1
1.127432338E1,-5.175170898E-1,1.265570545E1,-5.035020447E1,5.191895410E1
1.128436738E1,-5.981445312E-1,1.268521309E1,-5.037400818E1,5.195010210E1
1.129441138E1,-6.821289062E-1,1.261475468E1,-5.038749695E1,5.194706136E1
1.130445538E1,-6.754150391E-1,1.252695656E1,-5.048696899E1,5.202225355E1
1.131449938E1,-5.271606445E-1,1.253974915E1,-5.037870789E1,5.191856523E1
1.132454338E1,-5.766906738E-1,1.259079742E1,-5.033567810E1,5.188970266E1
1.133458738E1,-5.712280273E-1,1.256739330E1,-5.026930237E1,5.181957580E1
1.134463138E1,-5.384826660E-1,1.252177334E1,-5.022831726E1,5.176841340E1
1.135467538E1,-5.364379883E-1,1.255161762E1,-5.023295593E1,5.178011908E1
1.136471938E1,-5.249328613E-1,1.255150127E1,-5.032490540E1,5.186918008E1
1.137476338E1,-5.977478027E-1,1.250164700E1,-5.024705505E1,5.178238138E1
1.138480738E1,-5.788269043E-1,1.261235905E1,-5.007655334E1,5.164366211E1
1.139485138E1,-4.618835449E-1,1.253644466E1,-5.022720337E1,5.177014332E1
1.140489538E1,-4.618835449E-1,1.253644466E1,-5.022720337E1,5.177014332E1
1.141493938E1,-4.744873047E-1,1.266552258E1,-5.027581787E1,5.184880387E1
1.142498338E1,-4.453430176E-1,1.276295280E1,-5.009405518E1,5.169628283E1
1.143502738E1,-4.075317383E-1,1.271480465E1,-5.013331604E1,5.172215885E1
1.144507137E1,-3.829650879E-1,1.260545540E1,-5.023272705E1,5.179161163E1
1.145511533E1,-4.195861816E-1,1.243835354E1,-5.029986572E1,5.181664967E1
1.146515933E1,-4.193115234E-1,1.259050274E1,-5.018998718E1,5.174680082E1
1.147520333E1,-4.437561035E-1,1.249516201E1,-5.024143982E1,5.177381837E1
1.148524733E1,-5.256347656E-1,1.261069870E1,-5.050888062E1,5.206201143E1
1.149529133E1,-5.093688965E-1,1.247937202E1,-5.050199890E1,5.202351464E1
1.150533533E1,-5.966186523E-1,1.248946953E1,-5.048892212E1,5.201417172E1
1.151537933E1,-5.879211426E-1,1.258439732E1,-5.052145386E1,5.206851262E1
1.152542333E1,-4.794921875E-1,1.249728870E1,-5.056776428E1,5.209137090E1
1.153546733E1,-3.878784180E-1,1.259334755E1,-5.038609314E1,5.193747427E1
1.154551133E1,-4.238281250E-1,1.256831169E1,-5.038537598E1,5.193099461E1
1.155555533E1,-4.701232910E-1,1.249209881E1,-5.054673767E1,5.206962875E1
1.156559933E1,-4.339599609E-1,1.250876713E1,-5.032034302E1,5.185358712E1
1.157564333E1,-5.103454590E-1,1.266010189E1,-5.025268555E1,5.182538989E1
1.158568733E1,-3.018798828E-1,1.257852364E1,-5.062292480E1,5.216311824E1
1.159573133E1,-3.725891113E-1,1.256831741E1,-5.055725098E1,5.209738047E1
1.160577533E1,-3.676147461E-1,1.253510952E1,-5.042030334E1,5.195643464E1
1.161581933E1,-4.533996582E-1,1.252311516E1,-5.023388672E1,5.177332672E1
1.162586333E1,-4.967346191E-1,1.262567329E1,-5.019647217E1,5.176234335E1
1.163590733E1,-4.692993164E-1,1.262683010E1,-5.018255615E1,5.174887460E1
1.164595133E1,-4.919433594E-1,1.264609909E1,-5.006913757E1,5.164382216E1
1.165599533E1,-4.765625000E-1,1.262058163E1,-5.027949524E1,5.184142971E1
1.166603933E1,-5.148010254E-1,1.274318695E1,-5.009657288E1,5.169449146E1
1.167608333E1,-4.990234375E-1,1.273193932E1,-5.036123657E1,5.194810345E1
1.168612733E1,-4.158325195E-1,1.258535671E1,-5.035768127E1,5.190818995E1
1.169617133E1,-4.352416992E-1,1.271399307E1,-5.026139832E1,5.184634236E1
1.170621533E1,-4.416503906E-1,1.257560921E1,-5.010734558E1,5.166320822E1
1.171625933E1,-4.707031250E-1,1.264630127E1,-5.021162415E1,5.178182786E1
1.172630333E1,-4.646911621E-1,1.261240864E1,-5.000686646E1,5.157495014E1
1.173634733E1,-5.854797363E-1,1.269441319E1,-5.008515930E1,5.167217912E1
1.174639133E1,-6.292114258E-1,1.276343536E1,-5.005976868E1,5.166509101E1
1.175643533E1,-5.460205078E-1,1.274027824E1,-5.013676453E1,5.173304539E1
1.176647933E1,-5.180664062E-1,1.271210670E1,-5.015434265E1,5.174286556E1
1.177652333E1,-5.554809570E-1,1.258304119E1,-5.008946228E1,5.164877265E1
1.178656733E1,-5.411682129E-1,1.257273579E1,-5.005744934E1,5.161506353E1
1.179661133E1,-5.369873047E-1,1.269965935E1,-4.997740173E1,5.156850189E1
1.180665533E1,-5.208435059E-1,1.270451927E1,-4.992163086E1,5.151548617E1
1.181669933E1,-4.416503906E-1,1.268797874E1,-4.995437622E1,5.154240549E1
1.182674333E1,-4.900512695E-1,1.266552162E1,-5.003773499E1,5.161812192E1
1.183678733E1,-5.458679199E-1,1.261627388E1,-5.009407043E1,5.166124496E1
1.184683133E1,-4.649963379E-1,1.262454796E1,-4.999491882E1,5.156633922E1
1.185687533E1,-4.295959473E-1,1.255686569E1,-4.992716980E1,5.148380049E1
1.186691933E1,-3.504333496E-1,1.256992531E1,-5.002468872E1,5.158095877E1
1.187696333E1,-3.481140137E-1,1.262873554E1,-5.008843994E1,5.165711917E1
1.188700733E1,-1.884765625E-1,1.250998402E1,-5.002845764E1,5.156919427E1
1.189705133E1,-3.157653809E-1,1.256056690E1,-5.010589600E1,5.165721985E1
1.190709533E1,-4.162902832E-1,1.256452751E1,-4.998287964E1,5.153958582E1
1.191713933E1,-3.111877441E-1,1.247651482E1,-5.009173584E1,5.162307875E1
1.192718333E1,-3.330993652E-1,1.245232773E1,-5.008789062E1,5.161364363E1
1.193722733E1,-3.474731445E-1,1.253745461E1,-5.012904358E1,5.167426357E1
1.194727133E1,-4.429626465E-1,1.261011696E1,-4.998243713E1,5.155051200E1
1.195731533E1,-4.787597656E-1,1.250135517E1,-5.012579346E1,5.166341318E1
1.196735933E1,-4.072875977E-1,1.246499729E1,-4.999775696E1,5.152977529E1
1.197740333E1,-4.395751953E-1,1.257545662E1,-4.996624756E1,5.152631590E1
1.198744733E1,-4.292907715E-1,1.256069851E1,-5.013490295E1,5.168620640E1
1.199749133E1,-5.020141602E-1,1.260799980E1,-5.007209778E1,5.163747334E1
1.200753533E1,-4.856262207E-1,1.268119431E1,-5.021066284E1,5.178956637E1
1.201757933E1,-4.730529785E-1,1.265299129E1,-5.019708252E1,5.176938344E1
1.202762333E1,-6.042480469E-1,1.272623444E1,-5.007896423E1,5.167421811E1
1.203766733E1,-5.394592285E-1,1.272495270E1,-5.009454346E1,5.168828418E1
1.204771133E1,-4.446716309E-1,1.269826984E1,-5.022039795E1,5.180282000E1
1.205775533E1,-5.854492188E-1,1.262127209E1,-5.046166992E1,5.201941360E1
1.206779933E1,-6.152648926E-1,1.274953938E1,-5.046591187E1,5.205513967E1
1.207784333E1,-5.474853516E-1,1.266769505E1,-5.041288757E1,5.198297290E1
1.208788733E1,-5.332336426E-1,1.273711014E1,-5.013847351E1,5.173378817E1
1.209793133E1,-4.537353516E-1,1.277423382E1,-5.017605591E1,5.177860091E1
1.210797533E1,-5.542907715E-1,1.273840714E1,-5.010453796E1,5.170144078E1
1.211801933E1,-5.184936523E-1,1.262858009E1,-4.999163818E1,5.156465610E1
1.212806333E1,-5.678405762E-1,1.257311058E1,-5.006019592E1,5.161810504E1
1.213810733E1,-5.189514160E-1,1.251072311E1,-5.027050781E1,5.180648086E1
1.214815133E1,-4.970703125E-1,1.253500462E1,-5.021195984E1,5.175533142E1
1.215819533E1,-4.786987305E-1,1.259501076E1,-5.024929810E1,5.180593989E1
1.216823933E1,-5.716247559E-1,1.265205574E1,-5.036354065E1,5.193156551E1
1.217828333E1,-6.007995605E-1,1.287579536E1,-5.035334778E1,5.197698239E1
1.218832733E1,-5.129394531E-1,1.276871490E1,-5.049565125E1,5.208756072E1
1.219837133E1,-5.875244141E-1,1.274274731E1,-5.021740723E1,5.181226479E1
1.220841533E1,-5.387268066E-1,1.270015240E1,-5.003720093E1,5.162659755E1
1.221845933E1,-5.210876465E-1,1.264535904E1,-5.006889343E1,5.164369010E1
1.222850333E1,-5.269775391E-1,1.250608635E1,-5.016236877E1,5.170051394E1
1.223854733E1,-5.154113770E-1,1.263324356E1,-5.024829102E1,5.181462382E1
1.224859133E1,-6.374206543E-1,1.266625786E1,-5.046559143E1,5.203476061E1
1.225863533E1,-6.374206543E-1,1.266625786E1,-5.046559143E1,5.203476061E1
1.226867933E1,-6.492919922E-1,1.270499611E1,-5.025750732E1,5.184260361E1
1.227872333E1,-7.281799316E-1,1.276531792E1,-5.035833740E1,5.195619052E1
1.228876733E1,-5.631408691E-1,1.265237808E1,-5.012768555E1,5.170284960E1
1.229881133E1,-5.569763184E-1,1.255507660E1,-5.005743408E1,5.161091820E1
1.230885533E1,-6.354370117E-1,1.260454941E1,-5.006230164E1,5.162860148E1
1.231889933E1,-5.479125977E-1,1.258349133E1,-5.000823975E1,5.157003495E1
1.232894333E1,-4.815979004E-1,1.260570431E1,-5.004776001E1,5.161311848E1
1.233898733E1,-4.196777344E-1,1.260644817E1,-5.010539246E1,5.166864637E1
1.234903133E1,-5.512084961E-1,1.253186417E1,-5.003190613E1,5.158045251E1
1.235907533E1,-5.339355469E-1,1.255855751E1,-5.002355957E1,5.157866774E1
1.236911933E1,-5.086059570E-1,1.267115593E1,-5.004197693E1,5.162379614E1
1.237916333E1,-5.093994141E-1,1.252082920E1,-5.006431580E1,5.160878189E1
1.238920733E1,-5.407409668E-1,1.262752819E1,-5.002488708E1,5.159686228E1
1.239925133E1,-5.554809570E-1,1.266103935E1,-5.015490723E1,5.173127870E1
1.240929533E1,-4.808349609E-1,1.277986813E1,-5.014085388E1,5.174612507E1
1.241933933E1,-4.588012695E-1,1.263031006E1,-5.020101929E1,5.176753392E1
1.242938333E1,-4.038391113E-1,1.269116306E1,-5.005038452E1,5.163593416E1
1.243942733E1,-4.805908203E-1,1.269350529E1,-5.000088501E1,5.158919020E1
1.244947171E1,-5.489501953E-1,1.269134426E1,-5.007565308E1,5.166180985E1
1.245951571E1,-5.829162598E-1,1.268797874E1,-5.000202942E1,5.158999459E1
1.246955971E1,-4.595642090E-1,1.264574718E1,-4.996141052E1,5.153900137E1
1.247960371E1,-4.811706543E-1,1.268677998E1,-5.002214050E1,5.160814327E1
1.248964771E1,-4.916076660E-1,1.263584423E1,-4.995515442E1,5.153080332E1
1.249969171E1,-4.455871582E-1,1.268184376E1,-5.016929626E1,5.174926083E1
1.250973571E1,-5.143432617E-1,1.274666595E1,-5.007545471E1,5.167487984E1
1.251977971E1,-4.305419922E-1,1.268003654E1,-4.999308777E1,5.157787818E1
1.252982371E1,-3.718872070E-1,1.273069477E1,-4.998413086E1,5.158121971E1
1.253986771E1,-4.909667969E-1,1.273599815E1,-4.992301941E1,5.152431042E1
1.254991171E1,-6.221313477E-1,1.276147842E1,-5.003965759E1,5.164503569E1
1.255995571E1,-4.911193848E-1,1.277731037E1,-4.995179749E1,5.156241781E1
1.256999971E1,-6.311645508E-1,1.290897655E1,-4.999627686E1,5.163978838E1
1.258004371E1,-6.833496094E-1,1.292536068E1,-4.989408875E1,5.154563034E1
1.259008771E1,-5.104675293E-1,1.285767269E1,-4.981393433E1,5.144908529E1
1.260013171E1,-5.942687988E-1,1.271990395E1,-4.995030212E1,5.154785926E1
1.261017571E1,-5.355529785E-1,1.274694252E1,-4.984637451E1,5.145320605E1
1.262021971E1,-4.753723145E-1,1.278691673E1,-4.988015747E1,5.149525539E1
1.263026371E1,-5.512695312E-1,1.268708134E1,-4.965278625E1,5.125100110E1
1.264030771E1,-6.356201172E-1,1.260519028E1,-4.978564453E1,5.136054163E1
1.265035171E1,-6.731872559E-1,1.267607689E1,-4.994705200E1,5.153488246E1
1.266039571E1,-6.882629395E-1,1.263999176E1,-5.000564575E1,5.158301760E1
1.267043971E1,-5.544738770E-1,1.267188931E1,-4.990759277E1,5.149419420E1
1.268048371E1,-5.051574707E-1,1.274622345E1,-4.989277649E1,5.149767511E1
1.269052771E1,-6.163330078E-1,1.268632889E1,-4.996520996E1,5.155429190E1
1.270057171E1,-5.828247070E-1,1.277757931E1,-4.979718018E1,5.141366911E1
1.271061571E1,-4.902648926E-1,1.281506729E1,-4.987332153E1,5.149577177E1
1.272065971E1,-4.945373535E-1,1.260362816E1,-4.988313293E1,5.145311420E1
1.273070371E1,-5.881652832E-1,1.276691246E1,-4.993972778E1,5.154916491E1
1.274074771E1,-5.433959961E-1,1.275047588E1,-5.001957703E1,5.162197207E1
1.275079171E1,-5.404357910E-1,1.277701759E1,-4.993955994E1,5.155098346E1
1.276083571E1,-5.549621582E-1,1.270207977E1,-4.991671753E1,5.151047954E1
1.277087971E1,-6.391601562E-1,1.272220993E1,-5.002146912E1,5.161792832E1
1.278092371E1,-6.250305176E-1,1.270951366E1,-5.003776550E1,5.163042104E1
1.279096771E1,-5.429992676E-1,1.271729565E1,-5.001710510E1,5.161138692E1
1.280101171E1,-4.579772949E-1,1.263472652E1,-4.991076660E1,5.148718948E1
1.281105571E1,-4.613952637E-1,1.263151932E1,-5.002243042E1,5.159468685E1
1.282109971E1,-5.194396973E-1,1.271428871E1,-5.027589417E1,5.186124265E1
1.283114371E1,-5.416259766E-1,1.266514492E1,-5.020741272E1,5.178304304E1
1.284118771E1,-5.499572754E-1,1.280089283E1,-4.999386597E1,5.160961097E1
1.285123171E1,-5.656127930E-1,1.271419048E1,-5.003483582E1,5.162804812E1
1.286127471E1,-3.810119629E-1,1.262805748E1,-4.995327759E1,5.152613849E1
1.287131871E1,-5.404357910E-1,1.274001503E1,-5.025338745E1,5.184595456E1
1.288136271E1,-5.193786621E-1,1.275031948E1,-5.014402771E1,5.174228364E1
1.289140671E1,-4.706420898E-1,1.273552513E1,-5.006735229E1,5.166386426E1
1.290145071E1,-5.440979004E-1,1.272548485E1,-5.015768433E1,5.174965994E1
1.291149471E1,-6.150512695E-1,1.264990520E1,-5.007060242E1,5.164749380E1
1.292153871E1,-5.941467285E-1,1.263878632E1,-5.009031677E1,5.166364064E1
1.293158271E1,-6.060791016E-1,1.265873146E1,-5.006002808E1,5.163929923E1
